WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200322,S92000003,d,All ages,d,Male,,Emergency,,4092,5980.5,-31.6
20200329,S08000015,,Under 5,,All,d,Emergency,,44,95,-53.7
20200329,S08000015,,May-14,,All,d,Emergency,,13,50.5,-74.3
20200329,S08000015,,15 - 44,,All,d,Emergency,,102,223,-54.3
20200329,S08000015,,45 - 64,,All,d,Emergency,,132,250.5,-47.3
20200329,S08000015,,65 - 74,,All,d,Emergency,,81,187.5,-56.8
20200329,S08000015,,75 - 84,,All,d,Emergency,,96,185,-48.1
20200329,S08000015,,85 and over,,All,d,Emergency,,45,97.5,-53.8
20200329,S08000015,,All ages,d,All,d,Emergency,,513,1089,-52.9
20200329,S08000015,,All ages,d,Female,,Emergency,,235,529,-55.6
20200329,S08000015,,All ages,d,Male,,Emergency,,277,554.5,-50
20200329,S08000016,,Under 5,,All,d,Emergency,,12,18,-33.3
20200329,S08000016,,May-14,,All,d,Emergency,,8,16,-50
20200329,S08000016,,15 - 44,,All,d,Emergency,,16,30,-46.7
20200329,S08000016,,45 - 64,,All,d,Emergency,,30,41,-26.8
20200329,S08000016,,65 - 74,,All,d,Emergency,,27,36.5,-26
20200329,S08000016,,75 - 84,,All,d,Emergency,,33,48.5,-32
20200329,S08000016,,85 and over,,All,d,Emergency,,13,33.5,-61.2
20200329,S08000016,,All ages,d,All,d,Emergency,,139,223.5,-37.8
20200329,S08000016,,All ages,d,Female,,Emergency,,62,110.5,-43.9
20200329,S08000016,,All ages,d,Male,,Emergency,,76,112.5,-32.4
20200329,S08000017,,Under 5,,All,d,Emergency,,17,34,-50
20200329,S08000017,,May-14,,All,d,Emergency,,8,18.5,-56.8
20200329,S08000017,,15 - 44,,All,d,Emergency,,25,57.5,-56.5
20200329,S08000017,,45 - 64,,All,d,Emergency,,43,64,-32.8
20200329,S08000017,,65 - 74,,All,d,Emergency,,44,69.5,-36.7
20200329,S08000017,,75 - 84,,All,d,Emergency,,51,66,-22.7
20200329,S08000017,,85 and over,,All,d,Emergency,,31,39,-20.5
20200329,S08000017,,All ages,d,All,d,Emergency,,219,348.5,-37.2
20200329,S08000017,,All ages,d,Female,,Emergency,,120,174.5,-31.2
20200329,S08000017,,All ages,d,Male,,Emergency,,99,172,-42.4
20200329,S08000019,,Under 5,,All,d,Emergency,,23,101,-77.2
20200329,S08000019,,May-14,,All,d,Emergency,,11,56.5,-80.5
20200329,S08000019,,15 - 44,,All,d,Emergency,,95,264,-64
20200329,S08000019,,45 - 64,,All,d,Emergency,,108,254.5,-57.6
20200329,S08000019,,65 - 74,,All,d,Emergency,,52,190.5,-72.7
20200329,S08000019,,75 - 84,,All,d,Emergency,,73,200.5,-63.6
20200329,S08000019,,85 and over,,All,d,Emergency,,55,112.5,-51.1
20200329,S08000019,,All ages,d,All,d,Emergency,,417,1179.5,-64.6
20200329,S08000019,,All ages,d,Female,,Emergency,,189,584.5,-67.7
20200329,S08000019,,All ages,d,Male,,Emergency,,228,583.5,-60.9
20200329,S08000020,,Under 5,,All,d,Emergency,,76,83.5,-9
20200329,S08000020,,May-14,,All,d,Emergency,,28,45,-37.8
20200329,S08000020,,15 - 44,,All,d,Emergency,,116,179.5,-35.4
20200329,S08000020,,45 - 64,,All,d,Emergency,,176,221,-20.4
20200329,S08000020,,65 - 74,,All,d,Emergency,,111,156.5,-29.1
20200329,S08000020,,75 - 84,,All,d,Emergency,,161,164.5,-2.1
20200329,S08000020,,85 and over,,All,d,Emergency,,119,127.5,-6.7
20200329,S08000020,,All ages,d,All,d,Emergency,,787,977.5,-19.5
20200329,S08000020,,All ages,d,Female,,Emergency,,392,485,-19.2
20200329,S08000020,,All ages,d,Male,,Emergency,,388,479.5,-19.1
20200329,S08000022,,Under 5,,All,d,Emergency,,17,47,-63.8
20200329,S08000022,,May-14,,All,d,Emergency,,11,26,-57.7
20200329,S08000022,,15 - 44,,All,d,Emergency,,65,125,-48
20200329,S08000022,,45 - 64,,All,d,Emergency,,86,131.5,-34.6
20200329,S08000022,,65 - 74,,All,d,Emergency,,48,92.5,-48.1
20200329,S08000022,,75 - 84,,All,d,Emergency,,70,105,-33.3
20200329,S08000022,,85 and over,,All,d,Emergency,,43,67,-35.8
20200329,S08000022,,All ages,d,All,d,Emergency,,340,594,-42.8
20200329,S08000022,,All ages,d,Female,,Emergency,,161,289.5,-44.4
20200329,S08000022,,All ages,d,Male,,Emergency,,175,282,-37.9
20200329,S08000024,,Under 5,,All,d,Emergency,,75,123.5,-39.3
20200329,S08000024,,May-14,,All,d,Emergency,,31,70.5,-56
20200329,S08000024,,15 - 44,,All,d,Emergency,,246,346,-28.9
20200329,S08000024,,45 - 64,,All,d,Emergency,,267,364.5,-26.7
20200329,S08000024,,65 - 74,,All,d,Emergency,,183,242,-24.4
20200329,S08000024,,75 - 84,,All,d,Emergency,,182,251.5,-27.6
20200329,S08000024,,85 and over,,All,d,Emergency,,122,198,-38.4
20200329,S08000024,,All ages,d,All,d,Emergency,,1107,1596,-30.6
20200329,S08000024,,All ages,d,Female,,Emergency,,545,795.5,-31.5
20200329,S08000024,,All ages,d,Male,,Emergency,,551,772.5,-28.7
20200329,S08000025,,65 - 74,,All,d,Emergency,,6,3.5,71.4
20200329,S08000025,,85 and over,,All,d,Emergency,,6,4.5,33.3
20200329,S08000025,,All ages,d,All,d,Emergency,,19,25.5,-25.5
20200329,S08000025,,All ages,d,Female,,Emergency,,7,9.5,-26.3
20200329,S08000025,,All ages,d,Male,,Emergency,,11,15,-26.7
20200329,S08000026,,75 - 84,,All,d,Emergency,,7,11,-36.4
20200329,S08000026,,All ages,d,All,d,Emergency,,17,39,-56.4
20200329,S08000026,,All ages,d,Female,,Emergency,,5,23.5,-78.7
20200329,S08000026,,All ages,d,Male,,Emergency,,11,15.5,-29
20200329,S08000028,,45 - 64,,All,d,Emergency,,9,16.5,-45.5
20200329,S08000028,,65 - 74,,All,d,Emergency,,7,8.5,-17.6
20200329,S08000028,,75 - 84,,All,d,Emergency,,11,17.5,-37.1
20200329,S08000028,,85 and over,,All,d,Emergency,,7,10,-30
20200329,S08000028,,All ages,d,All,d,Emergency,,36,63.5,-43.3
20200329,S08000028,,All ages,d,Female,,Emergency,,19,29.5,-35.6
20200329,S08000028,,All ages,d,Male,,Emergency,,17,33,-48.5
20200329,S08000029,,Under 5,,All,d,Emergency,,48,71,-32.4
20200329,S08000029,,May-14,,All,d,Emergency,,22,26.5,-17
20200329,S08000029,,15 - 44,,All,d,Emergency,,69,170,-59.4
20200329,S08000029,,45 - 64,,All,d,Emergency,,101,190.5,-47
20200329,S08000029,,65 - 74,,All,d,Emergency,,66,138,-52.2
20200329,S08000029,,75 - 84,,All,d,Emergency,,86,134,-35.8
20200329,S08000029,,85 and over,,All,d,Emergency,,47,85.5,-45
20200329,S08000029,,All ages,d,All,d,Emergency,,439,815.5,-46.2
20200329,S08000029,,All ages,d,Female,,Emergency,,216,409.5,-47.3
20200329,S08000029,,All ages,d,Male,,Emergency,,220,398,-44.7
20200329,S08000030,,Under 5,,All,d,Emergency,,43,73.5,-41.5
20200329,S08000030,,May-14,,All,d,Emergency,,19,43.5,-56.3
20200329,S08000030,,15 - 44,,All,d,Emergency,,126,181.5,-30.6
20200329,S08000030,,45 - 64,,All,d,Emergency,,150,228,-34.2
20200329,S08000030,,65 - 74,,All,d,Emergency,,131,168.5,-22.3
20200329,S08000030,,75 - 84,,All,d,Emergency,,131,166,-21.1
20200329,S08000030,,85 and over,,All,d,Emergency,,84,121,-30.6
20200329,S08000030,,All ages,d,All,d,Emergency,,684,982,-30.3
20200329,S08000030,,All ages,d,Female,,Emergency,,354,489,-27.6
20200329,S08000030,,All ages,d,Male,,Emergency,,325,488.5,-33.5
20200329,S08000031,,Under 5,,All,d,Emergency,,133,174.5,-23.8
20200329,S08000031,,May-14,,All,d,Emergency,,40,85.5,-53.2
20200329,S08000031,,15 - 44,,All,d,Emergency,,330,565,-41.6
20200329,S08000031,,45 - 64,,All,d,Emergency,,433,645,-32.9
20200329,S08000031,,65 - 74,,All,d,Emergency,,267,425,-37.2
20200329,S08000031,,75 - 84,,All,d,Emergency,,260,436,-40.4
20200329,S08000031,,85 and over,,All,d,Emergency,,154,279.5,-44.9
20200329,S08000031,,All ages,d,All,d,Emergency,,1617,2610.5,-38.1
20200329,S08000031,,All ages,d,Female,,Emergency,,785,1305.5,-39.9
20200329,S08000031,,All ages,d,Male,,Emergency,,826,1282,-35.6
20200329,S08000032,,Under 5,,All,d,Emergency,,48,106.5,-54.9
20200329,S08000032,,May-14,,All,d,Emergency,,21,59.5,-64.7
20200329,S08000032,,15 - 44,,All,d,Emergency,,191,318.5,-40
20200329,S08000032,,45 - 64,,All,d,Emergency,,237,400.5,-40.8
20200329,S08000032,,65 - 74,,All,d,Emergency,,150,237,-36.7
20200329,S08000032,,75 - 84,,All,d,Emergency,,142,252,-43.7
20200329,S08000032,,85 and over,,All,d,Emergency,,64,136,-52.9
20200329,S08000032,,All ages,d,All,d,Emergency,,853,1510,-43.5
20200329,S08000032,,All ages,d,Female,,Emergency,,423,771.5,-45.2
20200329,S08000032,,All ages,d,Male,,Emergency,,426,730,-41.6
20200329,S92000003,d,Under 5,,All,d,Emergency,,536,933.5,-42.6
20200329,S92000003,d,May-14,,All,d,Emergency,,213,500.5,-57.4
20200329,S92000003,d,15 - 44,,All,d,Emergency,,1386,2475,-44
20200329,S92000003,d,45 - 64,,All,d,Emergency,,1778,2824.5,-37.1
20200329,S92000003,d,65 - 74,,All,d,Emergency,,1175,1961,-40.1
20200329,S92000003,d,75 - 84,,All,d,Emergency,,1307,2044.5,-36.1
20200329,S92000003,d,85 and over,,All,d,Emergency,,791,1315,-39.8
20200329,S92000003,d,All ages,d,All,d,Emergency,,7187,12054,-40.4
20200329,S92000003,d,All ages,d,Female,,Emergency,,3513,6006.5,-41.5
20200329,S92000003,d,All ages,d,Male,,Emergency,,3630,5918.5,-38.7
20200405,S08000015,,Under 5,,All,d,Emergency,,47,99.5,-52.8
20200405,S08000015,,May-14,,All,d,Emergency,,16,35.5,-54.9
20200405,S08000015,,15 - 44,,All,d,Emergency,,96,199.5,-51.9
20200405,S08000015,,45 - 64,,All,d,Emergency,,142,257,-44.7
20200405,S08000015,,65 - 74,,All,d,Emergency,,86,173.5,-50.4
20200405,S08000015,,75 - 84,,All,d,Emergency,,101,174.5,-42.1
20200405,S08000015,,85 and over,,All,d,Emergency,,53,105.5,-49.8
20200405,S08000015,,All ages,d,All,d,Emergency,,541,1045,-48.2
20200405,S08000015,,All ages,d,Female,,Emergency,,289,529,-45.4
20200405,S08000015,,All ages,d,Male,,Emergency,,250,513.5,-51.3
20200405,S08000016,,Under 5,,All,d,Emergency,,12,23,-47.8
20200405,S08000016,,15 - 44,,All,d,Emergency,,14,31.5,-55.6
20200405,S08000016,,45 - 64,,All,d,Emergency,,28,49,-42.9
20200405,S08000016,,65 - 74,,All,d,Emergency,,24,38,-36.8
20200405,S08000016,,75 - 84,,All,d,Emergency,,30,42.5,-29.4
20200405,S08000016,,85 and over,,All,d,Emergency,,16,35,-54.3
20200405,S08000016,,All ages,d,All,d,Emergency,,126,232,-45.7
20200405,S08000016,,All ages,d,Female,,Emergency,,66,122.5,-46.1
20200405,S08000016,,All ages,d,Male,,Emergency,,60,107,-43.9
20200405,S08000017,,Under 5,,All,d,Emergency,,15,36,-58.3
20200405,S08000017,,May-14,,All,d,Emergency,,7,15.5,-54.8
20200405,S08000017,,15 - 44,,All,d,Emergency,,29,63,-54
20200405,S08000017,,45 - 64,,All,d,Emergency,,45,73,-38.4
20200405,S08000017,,65 - 74,,All,d,Emergency,,36,63,-42.9
20200405,S08000017,,75 - 84,,All,d,Emergency,,36,76,-52.6
20200405,S08000017,,85 and over,,All,d,Emergency,,32,46,-30.4
20200405,S08000017,,All ages,d,All,d,Emergency,,200,372.5,-46.3
20200405,S08000017,,All ages,d,Female,,Emergency,,104,185,-43.8
20200405,S08000017,,All ages,d,Male,,Emergency,,96,182,-47.3
20200405,S08000019,,Under 5,,All,d,Emergency,,21,109,-80.7
20200405,S08000019,,May-14,,All,d,Emergency,,10,49,-79.6
20200405,S08000019,,15 - 44,,All,d,Emergency,,79,236,-66.5
20200405,S08000019,,45 - 64,,All,d,Emergency,,82,247.5,-66.9
20200405,S08000019,,65 - 74,,All,d,Emergency,,74,185.5,-60.1
20200405,S08000019,,75 - 84,,All,d,Emergency,,81,193,-58
20200405,S08000019,,85 and over,,All,d,Emergency,,61,125,-51.2
20200405,S08000019,,All ages,d,All,d,Emergency,,408,1145,-64.4
20200405,S08000019,,All ages,d,Female,,Emergency,,195,537,-63.7
20200405,S08000019,,All ages,d,Male,,Emergency,,213,600,-64.5
20200405,S08000020,,Under 5,,All,d,Emergency,,32,81,-60.5
20200405,S08000020,,May-14,,All,d,Emergency,,30,39,-23.1
20200405,S08000020,,15 - 44,,All,d,Emergency,,124,172.5,-28.1
20200405,S08000020,,45 - 64,,All,d,Emergency,,171,200,-14.5
20200405,S08000020,,65 - 74,,All,d,Emergency,,136,148,-8.1
20200405,S08000020,,75 - 84,,All,d,Emergency,,147,166.5,-11.7
20200405,S08000020,,85 and over,,All,d,Emergency,,107,120,-10.8
20200405,S08000020,,All ages,d,All,d,Emergency,,747,927,-19.4
20200405,S08000020,,All ages,d,Female,,Emergency,,363,471,-22.9
20200405,S08000020,,All ages,d,Male,,Emergency,,374,446.5,-16.2
20200405,S08000022,,Under 5,,All,d,Emergency,,26,44,-40.9
20200405,S08000022,,May-14,,All,d,Emergency,,10,25.5,-60.8
20200405,S08000022,,15 - 44,,All,d,Emergency,,52,131.5,-60.5
20200405,S08000022,,45 - 64,,All,d,Emergency,,72,143,-49.7
20200405,S08000022,,65 - 74,,All,d,Emergency,,58,107.5,-46
20200405,S08000022,,75 - 84,,All,d,Emergency,,74,109,-32.1
20200405,S08000022,,85 and over,,All,d,Emergency,,32,69.5,-54
20200405,S08000022,,All ages,d,All,d,Emergency,,324,630,-48.6
20200405,S08000022,,All ages,d,Female,,Emergency,,153,301.5,-49.3
20200405,S08000022,,All ages,d,Male,,Emergency,,167,302.5,-44.8
20200405,S08000024,,Under 5,,All,d,Emergency,,63,125.5,-49.8
20200405,S08000024,,May-14,,All,d,Emergency,,19,55,-65.5
20200405,S08000024,,15 - 44,,All,d,Emergency,,260,356.5,-27.1
20200405,S08000024,,45 - 64,,All,d,Emergency,,324,389,-16.7
20200405,S08000024,,65 - 74,,All,d,Emergency,,204,253,-19.4
20200405,S08000024,,75 - 84,,All,d,Emergency,,246,259.5,-5.2
20200405,S08000024,,85 and over,,All,d,Emergency,,141,191.5,-26.4
20200405,S08000024,,All ages,d,All,d,Emergency,,1257,1630,-22.9
20200405,S08000024,,All ages,d,Female,,Emergency,,642,783,-18
20200405,S08000024,,All ages,d,Male,,Emergency,,607,818.5,-25.8
20200405,S08000025,,15 - 44,,All,d,Emergency,,5,3,66.7
20200405,S08000025,,45 - 64,,All,d,Emergency,,6,8.5,-29.4
20200405,S08000025,,All ages,d,All,d,Emergency,,19,34.5,-44.9
20200405,S08000025,,All ages,d,Female,,Emergency,,7,14.5,-51.7
20200405,S08000025,,All ages,d,Male,,Emergency,,11,19.5,-43.6
20200405,S08000026,,15 - 44,,All,d,Emergency,,5,6,-16.7
20200405,S08000026,,45 - 64,,All,d,Emergency,,11,10,10
20200405,S08000026,,All ages,d,All,d,Emergency,,22,35.5,-38
20200405,S08000026,,All ages,d,Female,,Emergency,,7,18.5,-62.2
20200405,S08000026,,All ages,d,Male,,Emergency,,14,16,-12.5
20200405,S08000028,,15 - 44,,All,d,Emergency,,8,8,0
20200405,S08000028,,45 - 64,,All,d,Emergency,,9,14,-35.7
20200405,S08000028,,65 - 74,,All,d,Emergency,,12,9.5,26.3
20200405,S08000028,,75 - 84,,All,d,Emergency,,5,12.5,-60
20200405,S08000028,,All ages,d,All,d,Emergency,,37,57,-35.1
20200405,S08000028,,All ages,d,Female,,Emergency,,21,25,-16
20200405,S08000028,,All ages,d,Male,,Emergency,,15,31.5,-52.4
20200405,S08000029,,Under 5,,All,d,Emergency,,32,50.5,-36.6
20200405,S08000029,,May-14,,All,d,Emergency,,14,26.5,-47.2
20200405,S08000029,,15 - 44,,All,d,Emergency,,89,156,-42.9
20200405,S08000029,,45 - 64,,All,d,Emergency,,146,181,-19.3
20200405,S08000029,,65 - 74,,All,d,Emergency,,80,137.5,-41.8
20200405,S08000029,,75 - 84,,All,d,Emergency,,81,145,-44.1
20200405,S08000029,,85 and over,,All,d,Emergency,,53,104,-49
20200405,S08000029,,All ages,d,All,d,Emergency,,495,800.5,-38.2
20200405,S08000029,,All ages,d,Female,,Emergency,,223,414,-46.1
20200405,S08000029,,All ages,d,Male,,Emergency,,271,383.5,-29.3
20200405,S08000030,,Under 5,,All,d,Emergency,,36,73.5,-51
20200405,S08000030,,May-14,,All,d,Emergency,,13,34.5,-62.3
20200405,S08000030,,15 - 44,,All,d,Emergency,,125,171,-26.9
20200405,S08000030,,45 - 64,,All,d,Emergency,,156,192.5,-19
20200405,S08000030,,65 - 74,,All,d,Emergency,,132,151,-12.6
20200405,S08000030,,75 - 84,,All,d,Emergency,,146,170,-14.1
20200405,S08000030,,85 and over,,All,d,Emergency,,104,127,-18.1
20200405,S08000030,,All ages,d,All,d,Emergency,,712,919.5,-22.6
20200405,S08000030,,All ages,d,Female,,Emergency,,358,448,-20.1
20200405,S08000030,,All ages,d,Male,,Emergency,,345,469,-26.4
20200405,S08000031,,Under 5,,All,d,Emergency,,93,147,-36.7
20200405,S08000031,,May-14,,All,d,Emergency,,45,78.5,-42.7
20200405,S08000031,,15 - 44,,All,d,Emergency,,359,580.5,-38.2
20200405,S08000031,,45 - 64,,All,d,Emergency,,529,646.5,-18.2
20200405,S08000031,,65 - 74,,All,d,Emergency,,285,412.5,-30.9
20200405,S08000031,,75 - 84,,All,d,Emergency,,294,474,-38
20200405,S08000031,,85 and over,,All,d,Emergency,,189,316,-40.2
20200405,S08000031,,All ages,d,All,d,Emergency,,1794,2655,-32.4
20200405,S08000031,,All ages,d,Female,,Emergency,,875,1328,-34.1
20200405,S08000031,,All ages,d,Male,,Emergency,,906,1306.5,-30.7
20200405,S08000032,,Under 5,,All,d,Emergency,,40,113,-64.6
20200405,S08000032,,May-14,,All,d,Emergency,,22,49,-55.1
20200405,S08000032,,15 - 44,,All,d,Emergency,,154,335,-54
20200405,S08000032,,45 - 64,,All,d,Emergency,,249,412.5,-39.6
20200405,S08000032,,65 - 74,,All,d,Emergency,,149,231,-35.5
20200405,S08000032,,75 - 84,,All,d,Emergency,,158,264,-40.2
20200405,S08000032,,85 and over,,All,d,Emergency,,71,147,-51.7
20200405,S08000032,,All ages,d,All,d,Emergency,,843,1551.5,-45.7
20200405,S08000032,,All ages,d,Female,,Emergency,,430,802,-46.4
20200405,S08000032,,All ages,d,Male,,Emergency,,410,741,-44.7
20200405,S92000003,d,Under 5,,All,d,Emergency,,419,906,-53.8
20200405,S92000003,d,May-14,,All,d,Emergency,,189,425.5,-55.6
20200405,S92000003,d,15 - 44,,All,d,Emergency,,1399,2450,-42.9
20200405,S92000003,d,45 - 64,,All,d,Emergency,,1970,2823.5,-30.2
20200405,S92000003,d,65 - 74,,All,d,Emergency,,1279,1920.5,-33.4
20200405,S92000003,d,75 - 84,,All,d,Emergency,,1406,2103,-33.1
20200405,S92000003,d,85 and over,,All,d,Emergency,,863,1406.5,-38.6
20200405,S92000003,d,All ages,d,All,d,Emergency,,7525,12035,-37.5
20200405,S92000003,d,All ages,d,Female,,Emergency,,3733,5979,-37.6
20200405,S92000003,d,All ages,d,Male,,Emergency,,3739,5937,-37
20200412,S08000015,,Under 5,,All,d,Emergency,,33,83.5,-60.5
20200412,S08000015,,May-14,,All,d,Emergency,,14,33,-57.6
20200412,S08000015,,15 - 44,,All,d,Emergency,,80,198.5,-59.7
20200412,S08000015,,45 - 64,,All,d,Emergency,,158,249.5,-36.7
20200412,S08000015,,65 - 74,,All,d,Emergency,,108,183.5,-41.1
20200412,S08000015,,75 - 84,,All,d,Emergency,,107,163,-34.4
20200412,S08000015,,85 and over,,All,d,Emergency,,59,101,-41.6
20200412,S08000015,,All ages,d,All,d,Emergency,,559,1012,-44.8
20200412,S08000015,,All ages,d,Female,,Emergency,,269,520.5,-48.3
20200412,S08000015,,All ages,d,Male,,Emergency,,290,489,-40.7
20200412,S08000016,,May-14,,All,d,Emergency,,6,8.5,-29.4
20200412,S08000016,,15 - 44,,All,d,Emergency,,16,27,-40.7
20200412,S08000016,,45 - 64,,All,d,Emergency,,41,46.5,-11.8
20200412,S08000016,,65 - 74,,All,d,Emergency,,26,38,-31.6
20200412,S08000016,,75 - 84,,All,d,Emergency,,29,48,-39.6
20200412,S08000016,,85 and over,,All,d,Emergency,,26,32,-18.8
20200412,S08000016,,All ages,d,All,d,Emergency,,148,221.5,-33.2
20200412,S08000016,,All ages,d,Female,,Emergency,,59,120,-50.8
20200412,S08000016,,All ages,d,Male,,Emergency,,88,101.5,-13.3
20200412,S08000017,,Under 5,,All,d,Emergency,,8,29,-72.4
20200412,S08000017,,May-14,,All,d,Emergency,,6,9.5,-36.8
20200412,S08000017,,15 - 44,,All,d,Emergency,,30,67.5,-55.6
20200412,S08000017,,45 - 64,,All,d,Emergency,,53,73,-27.4
20200412,S08000017,,65 - 74,,All,d,Emergency,,30,69,-56.5
20200412,S08000017,,75 - 84,,All,d,Emergency,,52,64,-18.8
20200412,S08000017,,85 and over,,All,d,Emergency,,20,44.5,-55.1
20200412,S08000017,,All ages,d,All,d,Emergency,,199,356.5,-44.2
20200412,S08000017,,All ages,d,Female,,Emergency,,100,186.5,-46.4
20200412,S08000017,,All ages,d,Male,,Emergency,,99,170,-41.8
20200412,S08000019,,Under 5,,All,d,Emergency,,13,103.5,-87.4
20200412,S08000019,,May-14,,All,d,Emergency,,9,47,-80.9
20200412,S08000019,,15 - 44,,All,d,Emergency,,84,204.5,-58.9
20200412,S08000019,,45 - 64,,All,d,Emergency,,114,207.5,-45.1
20200412,S08000019,,65 - 74,,All,d,Emergency,,60,147.5,-59.3
20200412,S08000019,,75 - 84,,All,d,Emergency,,71,197.5,-64.1
20200412,S08000019,,85 and over,,All,d,Emergency,,30,107.5,-72.1
20200412,S08000019,,All ages,d,All,d,Emergency,,381,1015,-62.5
20200412,S08000019,,All ages,d,Female,,Emergency,,196,508.5,-61.5
20200412,S08000019,,All ages,d,Male,,Emergency,,185,504.5,-63.3
20200412,S08000020,,Under 5,,All,d,Emergency,,32,71.5,-55.2
20200412,S08000020,,May-14,,All,d,Emergency,,25,42.5,-41.2
20200412,S08000020,,15 - 44,,All,d,Emergency,,115,199.5,-42.4
20200412,S08000020,,45 - 64,,All,d,Emergency,,170,194,-12.4
20200412,S08000020,,65 - 74,,All,d,Emergency,,116,146.5,-20.8
20200412,S08000020,,75 - 84,,All,d,Emergency,,141,159.5,-11.6
20200412,S08000020,,85 and over,,All,d,Emergency,,107,105.5,1.4
20200412,S08000020,,All ages,d,All,d,Emergency,,706,919,-23.2
20200412,S08000020,,All ages,d,Female,,Emergency,,370,454.5,-18.6
20200412,S08000020,,All ages,d,Male,,Emergency,,335,450,-25.6
20200412,S08000022,,Under 5,,All,d,Emergency,,18,43,-58.1
20200412,S08000022,,May-14,,All,d,Emergency,,11,23.5,-53.2
20200412,S08000022,,15 - 44,,All,d,Emergency,,54,125,-56.8
20200412,S08000022,,45 - 64,,All,d,Emergency,,83,148.5,-44.1
20200412,S08000022,,65 - 74,,All,d,Emergency,,69,101,-31.7
20200412,S08000022,,75 - 84,,All,d,Emergency,,71,105,-32.4
20200412,S08000022,,85 and over,,All,d,Emergency,,47,70.5,-33.3
20200412,S08000022,,All ages,d,All,d,Emergency,,353,616.5,-42.7
20200412,S08000022,,All ages,d,Female,,Emergency,,178,306,-41.8
20200412,S08000022,,All ages,d,Male,,Emergency,,171,292.5,-41.5
20200412,S08000024,,Under 5,,All,d,Emergency,,57,93.5,-39
20200412,S08000024,,May-14,,All,d,Emergency,,21,54,-61.1
20200412,S08000024,,15 - 44,,All,d,Emergency,,235,345.5,-32
20200412,S08000024,,45 - 64,,All,d,Emergency,,288,407.5,-29.3
20200412,S08000024,,65 - 74,,All,d,Emergency,,193,252.5,-23.6
20200412,S08000024,,75 - 84,,All,d,Emergency,,195,269.5,-27.6
20200412,S08000024,,85 and over,,All,d,Emergency,,122,185.5,-34.2
20200412,S08000024,,All ages,d,All,d,Emergency,,1112,1608,-30.8
20200412,S08000024,,All ages,d,Female,,Emergency,,567,818,-30.7
20200412,S08000024,,All ages,d,Male,,Emergency,,540,764.5,-29.4
20200412,S08000025,,All ages,d,All,d,Emergency,,10,30.5,-67.2
20200412,S08000025,,All ages,d,Female,,Emergency,,6,19.5,-69.2
20200412,S08000026,,15 - 44,,All,d,Emergency,,8,10,-20
20200412,S08000026,,45 - 64,,All,d,Emergency,,7,9,-22.2
20200412,S08000026,,All ages,d,All,d,Emergency,,22,43.5,-49.4
20200412,S08000026,,All ages,d,Female,,Emergency,,12,21,-42.9
20200412,S08000026,,All ages,d,Male,,Emergency,,10,22,-54.5
20200412,S08000028,,45 - 64,,All,d,Emergency,,6,8.5,-29.4
20200412,S08000028,,65 - 74,,All,d,Emergency,,6,12,-50
20200412,S08000028,,75 - 84,,All,d,Emergency,,7,18.5,-62.2
20200412,S08000028,,All ages,d,All,d,Emergency,,25,56,-55.4
20200412,S08000028,,All ages,d,Female,,Emergency,,10,21.5,-53.5
20200412,S08000028,,All ages,d,Male,,Emergency,,15,32,-53.1
20200412,S08000029,,Under 5,,All,d,Emergency,,29,45,-35.6
20200412,S08000029,,May-14,,All,d,Emergency,,16,26.5,-39.6
20200412,S08000029,,15 - 44,,All,d,Emergency,,101,150.5,-32.9
20200412,S08000029,,45 - 64,,All,d,Emergency,,116,183,-36.6
20200412,S08000029,,65 - 74,,All,d,Emergency,,67,132,-49.2
20200412,S08000029,,75 - 84,,All,d,Emergency,,90,152.5,-41
20200412,S08000029,,85 and over,,All,d,Emergency,,64,102,-37.3
20200412,S08000029,,All ages,d,All,d,Emergency,,483,791.5,-39
20200412,S08000029,,All ages,d,Female,,Emergency,,220,415,-47
20200412,S08000029,,All ages,d,Male,,Emergency,,260,373.5,-30.4
20200412,S08000030,,Under 5,,All,d,Emergency,,34,85.5,-60.2
20200412,S08000030,,May-14,,All,d,Emergency,,15,39.5,-62
20200412,S08000030,,15 - 44,,All,d,Emergency,,124,196,-36.7
20200412,S08000030,,45 - 64,,All,d,Emergency,,176,202,-12.9
20200412,S08000030,,65 - 74,,All,d,Emergency,,96,137,-29.9
20200412,S08000030,,75 - 84,,All,d,Emergency,,132,167,-21
20200412,S08000030,,85 and over,,All,d,Emergency,,112,121.5,-7.8
20200412,S08000030,,All ages,d,All,d,Emergency,,689,948.5,-27.4
20200412,S08000030,,All ages,d,Female,,Emergency,,325,472,-31.1
20200412,S08000030,,All ages,d,Male,,Emergency,,358,474.5,-24.6
20200412,S08000031,,Under 5,,All,d,Emergency,,87,158,-44.9
20200412,S08000031,,May-14,,All,d,Emergency,,43,76.5,-43.8
20200412,S08000031,,15 - 44,,All,d,Emergency,,372,593.5,-37.3
20200412,S08000031,,45 - 64,,All,d,Emergency,,510,692,-26.3
20200412,S08000031,,65 - 74,,All,d,Emergency,,287,403.5,-28.9
20200412,S08000031,,75 - 84,,All,d,Emergency,,310,489.5,-36.7
20200412,S08000031,,85 and over,,All,d,Emergency,,181,289.5,-37.5
20200412,S08000031,,All ages,d,All,d,Emergency,,1790,2702.5,-33.8
